Invoice ID,Branch,City,Customer type,Gender,Payment
600-38-9738,C,Naypyitaw,Member,Male,Credit card
734-91-1155,B,Mandalay,Normal,Female,Credit card
451-28-5717,C,Naypyitaw,Member,Female,Cash
609-81-8548,A,Yangon,Member,Female,Credit card
133-14-7229,C,Naypyitaw,Normal,Male,Cash
534-01-4457,A,Yangon,Normal,Male,Credit card
719-89-8991,A,Yangon,Member,Female,Ewallet
286-62-6248,B,Mandalay,Normal,Male,Credit card
339-38-9982,B,Mandalay,Member,Male,Ewallet
827-44-5872,B,Mandalay,Member,Female,Credit card
827-77-7633,A,Yangon,Normal,Male,Cash
287-83-1405,A,Yangon,Normal,Male,Ewallet
435-13-4908,A,Yangon,Member,Male,Credit card
857-67-9057,B,Mandalay,Normal,Male,Ewallet
236-27-1144,C,Naypyitaw,Normal,Female,Ewallet
892-05-6689,A,Yangon,Normal,Female,Ewallet
583-41-4548,C,Naypyitaw,Normal,Male,Ewallet
339-12-4827,B,Mandalay,Member,Female,Credit card
643-38-7867,A,Yangon,Normal,Male,Ewallet
308-81-0538,A,Yangon,Normal,Female,Credit card
358-88-9262,C,Naypyitaw,Member,Female,Ewallet
460-35-4390,A,Yangon,Normal,Male,Ewallet
343-87-0864,C,Naypyitaw,Member,Male,Credit card
173-50-1108,B,Mandalay,Member,Female,Credit card
243-47-2663,C,Naypyitaw,Member,Male,Credit card
841-18-8232,B,Mandalay,Normal,Female,Credit card
701-23-5550,B,Mandalay,Member,Male,Ewallet
647-50-1224,A,Yangon,Normal,Female,Ewallet
541-48-8554,A,Yangon,Normal,Male,Credit card
539-21-7227,B,Mandalay,Normal,Female,Cash
213-32-1216,A,Yangon,Normal,Female,Cash
747-58-7183,B,Mandalay,Normal,Male,Ewallet
582-52-8065,B,Mandalay,Normal,Female,Cash
210-57-1719,B,Mandalay,Normal,Female,Cash
399-69-4630,C,Naypyitaw,Normal,Male,Credit card
134-75-2619,A,Yangon,Member,Male,Cash
356-44-8813,B,Mandalay,Normal,Male,Credit card
198-66-9832,B,Mandalay,Member,Female,Cash
283-26-5248,C,Naypyitaw,Member,Female,Ewallet
712-39-0363,A,Yangon,Member,Male,Ewallet
218-59-9410,A,Yangon,Member,Female,Ewallet
174-75-0888,B,Mandalay,Normal,Male,Cash
866-99-7614,C,Naypyitaw,Normal,Male,Credit card
134-54-4720,B,Mandalay,Normal,Female,Ewallet
760-90-2357,A,Yangon,Member,Male,Ewallet
514-37-2845,B,Mandalay,Normal,Male,Cash
698-98-5964,A,Yangon,Normal,Female,Credit card
718-57-9773,C,Naypyitaw,Normal,Female,Credit card
651-88-7328,A,Yangon,Normal,Female,Cash
241-11-2261,B,Mandalay,Normal,Female,Credit card
408-26-9866,C,Naypyitaw,Normal,Female,Ewallet
834-83-1826,B,Mandalay,Member,Female,Credit card
343-61-3544,B,Mandalay,Member,Male,Cash
239-48-4278,A,Yangon,Member,Male,Ewallet
355-34-6244,B,Mandalay,Normal,Male,Credit card
550-84-8664,A,Yangon,Normal,Male,Credit card
339-96-8318,B,Mandalay,Member,Male,Ewallet
458-61-0011,B,Mandalay,Normal,Male,Cash
592-34-6155,C,Naypyitaw,Normal,Male,Ewallet
797-88-0493,A,Yangon,Normal,Female,Cash
207-73-1363,B,Mandalay,Normal,Male,Ewallet
390-31-6381,C,Naypyitaw,Normal,Male,Cash
443-82-0585,A,Yangon,Member,Female,Cash
339-18-7061,C,Naypyitaw,Member,Female,Credit card
359-90-3665,B,Mandalay,Member,Female,Credit card
375-72-3056,B,Mandalay,Normal,Male,Ewallet
127-47-6963,A,Yangon,Normal,Male,Credit card
278-86-2735,A,Yangon,Normal,Female,Cash
695-28-6250,A,Yangon,Normal,Female,Ewallet
379-17-6588,C,Naypyitaw,Normal,Male,Cash
227-50-3718,A,Yangon,Normal,Male,Cash
302-15-2162,C,Naypyitaw,Member,Male,Credit card
788-07-8452,C,Naypyitaw,Member,Female,Ewallet
560-49-6611,A,Yangon,Member,Female,Cash
880-35-0356,A,Yangon,Member,Female,Ewallet
585-11-6748,B,Mandalay,Member,Male,Cash
470-31-3286,B,Mandalay,Normal,Male,Credit card
152-68-2907,A,Yangon,Normal,Male,Credit card
123-35-4896,C,Naypyitaw,Normal,Female,Ewallet
258-69-7810,C,Naypyitaw,Normal,Female,Cash
334-64-2006,A,Yangon,Member,Female,Ewallet
219-61-4139,C,Naypyitaw,Normal,Male,Ewallet
881-41-7302,C,Naypyitaw,Normal,Female,Credit card
373-09-4567,C,Naypyitaw,Normal,Male,Ewallet
642-30-6693,B,Mandalay,Normal,Female,Ewallet
484-22-8230,C,Naypyitaw,Member,Female,Cash
830-58-2383,B,Mandalay,Normal,Male,Cash
559-98-9873,A,Yangon,Member,Female,Ewallet
544-32-5024,C,Naypyitaw,Member,Female,Credit card
318-12-0304,A,Yangon,Normal,Male,Ewallet
349-97-8902,B,Mandalay,Member,Male,Ewallet
421-95-9805,A,Yangon,Normal,Female,Credit card
277-35-5865,C,Naypyitaw,Member,Female,Cash
789-23-8625,B,Mandalay,Member,Male,Cash
284-54-4231,C,Naypyitaw,Member,Male,Credit card
443-59-0061,A,Yangon,Member,Male,Ewallet
509-29-3912,A,Yangon,Member,Female,Ewallet
327-40-9673,B,Mandalay,Member,Male,Cash
840-19-2096,C,Naypyitaw,Member,Male,Ewallet
828-46-6863,A,Yangon,Member,Male,Credit card
641-96-3695,C,Naypyitaw,Member,Female,Ewallet
420-97-3340,A,Yangon,Normal,Female,Credit card
436-54-4512,A,Yangon,Member,Female,Cash
670-79-6321,B,Mandalay,Member,Female,Credit card
852-62-7105,B,Mandalay,Normal,Female,Credit card
598-06-7312,B,Mandalay,Member,Male,Cash
135-13-8269,B,Mandalay,Member,Female,Cash
816-57-2053,A,Yangon,Normal,Male,Ewallet
628-90-8624,B,Mandalay,Member,Male,Cash
856-66-2701,A,Yangon,Member,Male,Ewallet
308-39-1707,A,Yangon,Normal,Female,Credit card
149-61-1929,A,Yangon,Normal,Male,Credit card
655-07-2265,A,Yangon,Normal,Male,Ewallet
589-02-8023,A,Yangon,Member,Male,Credit card
420-04-7590,B,Mandalay,Normal,Male,Ewallet
182-88-2763,B,Mandalay,Member,Male,Credit card
188-55-0967,B,Mandalay,Member,Male,Credit card
610-46-4100,A,Yangon,Normal,Male,Credit card
318-81-2368,C,Naypyitaw,Normal,Female,Cash
364-33-8584,B,Mandalay,Member,Female,Cash
665-63-9737,B,Mandalay,Normal,Male,Ewallet
695-09-5146,B,Mandalay,Member,Female,Ewallet
155-45-3814,C,Naypyitaw,Member,Female,Ewallet
794-32-2436,B,Mandalay,Member,Male,Ewallet
131-15-8856,C,Naypyitaw,Member,Female,Credit card
273-84-2164,C,Naypyitaw,Member,Male,Ewallet
706-36-6154,A,Yangon,Member,Male,Ewallet
778-89-7974,C,Naypyitaw,Normal,Male,Cash
574-31-8277,B,Mandalay,Member,Male,Cash
859-71-0933,C,Naypyitaw,Member,Female,Cash
740-11-5257,C,Naypyitaw,Normal,Male,Cash
369-82-2676,B,Mandalay,Normal,Male,Ewallet
563-47-4072,B,Mandalay,Normal,Female,Cash
742-04-5161,A,Yangon,Member,Male,Cash
149-15-7606,B,Mandalay,Member,Male,Ewallet
133-77-3154,B,Mandalay,Member,Male,Credit card
169-52-4504,A,Yangon,Normal,Female,Credit card
250-81-7186,C,Naypyitaw,Normal,Female,Credit card
562-12-5430,A,Yangon,Member,Female,Ewallet
816-72-8853,A,Yangon,Member,Female,Cash
491-38-3499,A,Yangon,Member,Male,Credit card
322-02-2271,B,Mandalay,Normal,Female,Cash
842-29-4695,C,Naypyitaw,Member,Male,Credit card
725-67-2480,B,Mandalay,Member,Female,Credit card
641-51-2661,C,Naypyitaw,Member,Female,Credit card
714-02-3114,C,Naypyitaw,Normal,Female,Cash
518-17-2983,A,Yangon,Normal,Female,Ewallet
779-42-2410,B,Mandalay,Member,Male,Ewallet
190-14-3147,B,Mandalay,Normal,Female,Ewallet
408-66-6712,C,Naypyitaw,Member,Female,Ewallet
679-22-6530,B,Mandalay,Normal,Female,Credit card
588-47-8641,A,Yangon,Member,Male,Ewallet
642-61-4706,B,Mandalay,Member,Male,Cash
576-31-4774,B,Mandalay,Normal,Female,Ewallet
556-41-6224,C,Naypyitaw,Normal,Male,Credit card
811-03-8790,A,Yangon,Normal,Female,Credit card
242-11-3142,B,Mandalay,Member,Male,Cash
752-23-3760,B,Mandalay,Member,Female,Credit card
274-05-5470,A,Yangon,Member,Female,Cash
648-94-3045,C,Naypyitaw,Normal,Male,Ewallet
130-67-4723,A,Yangon,Member,Male,Ewallet
528-87-5606,B,Mandalay,Member,Female,Cash
320-85-2052,B,Mandalay,Normal,Female,Credit card
370-96-0655,C,Naypyitaw,Normal,Female,Ewallet
105-10-6182,A,Yangon,Member,Male,Ewallet
510-79-0415,B,Mandalay,Member,Female,Ewallet
241-96-5076,B,Mandalay,Member,Female,Credit card
767-97-4650,B,Mandalay,Member,Female,Credit card
648-83-1321,A,Yangon,Member,Male,Cash
173-57-2300,C,Naypyitaw,Member,Male,Cash
305-03-2383,A,Yangon,Normal,Female,Cash
394-55-6384,C,Naypyitaw,Member,Female,Cash
266-20-6657,C,Naypyitaw,Member,Male,Ewallet
689-05-1884,A,Yangon,Member,Male,Cash
196-01-2849,C,Naypyitaw,Member,Female,Cash
372-62-5264,C,Naypyitaw,Normal,Female,Cash
800-09-8606,A,Yangon,Member,Female,Cash
182-52-7000,A,Yangon,Member,Female,Ewallet
826-58-8051,B,Mandalay,Normal,Male,Ewallet
868-06-0466,A,Yangon,Member,Male,Credit card
751-41-9720,C,Naypyitaw,Normal,Male,Ewallet
626-43-7888,C,Naypyitaw,Normal,Female,Ewallet
176-64-7711,B,Mandalay,Normal,Male,Credit card
191-29-0321,B,Mandalay,Member,Female,Credit card
729-06-2010,B,Mandalay,Member,Male,Cash
640-48-5028,B,Mandalay,Member,Female,Cash
186-79-9562,B,Mandalay,Normal,Male,Cash
834-45-5519,B,Mandalay,Normal,Female,Ewallet
162-65-8559,C,Naypyitaw,Member,Male,Cash
760-27-5490,C,Naypyitaw,Normal,Male,Ewallet
445-30-9252,A,Yangon,Normal,Male,Ewallet
786-94-2700,A,Yangon,Member,Male,Cash
728-88-7867,C,Naypyitaw,Member,Female,Ewallet
183-21-3799,C,Naypyitaw,Normal,Female,Ewallet
268-20-3585,C,Naypyitaw,Normal,Female,Ewallet
735-32-9839,C,Naypyitaw,Member,Male,Ewallet
258-92-7466,A,Yangon,Normal,Female,Credit card
857-16-3520,A,Yangon,Member,Female,Ewallet
482-17-1179,A,Yangon,Member,Male,Credit card
788-21-5741,A,Yangon,Normal,Male,Credit card
821-14-9046,B,Mandalay,Member,Female,Credit card
418-05-0656,B,Mandalay,Normal,Female,Cash
678-79-0726,C,Naypyitaw,Member,Female,Cash
776-68-1096,B,Mandalay,Normal,Male,Credit card
592-46-1692,C,Naypyitaw,Member,Female,Cash
434-35-9162,B,Mandalay,Member,Male,Ewallet
149-14-0304,C,Naypyitaw,Member,Female,Cash
442-44-6497,C,Naypyitaw,Member,Male,Credit card
174-64-0215,B,Mandalay,Normal,Male,Credit card
210-74-9613,C,Naypyitaw,Normal,Male,Ewallet
299-29-0180,B,Mandalay,Member,Female,Cash
247-11-2470,A,Yangon,Member,Female,Credit card
635-28-5728,A,Yangon,Normal,Male,Ewallet
756-49-0168,A,Yangon,Member,Male,Ewallet
438-23-1242,B,Mandalay,Normal,Male,Ewallet
238-45-6950,B,Mandalay,Member,Male,Ewallet
607-65-2441,C,Naypyitaw,Member,Male,Credit card
386-27-7606,C,Naypyitaw,Member,Female,Credit card
137-63-5492,C,Naypyitaw,Normal,Male,Ewallet
197-77-7132,B,Mandalay,Member,Male,Ewallet
805-86-0265,A,Yangon,Normal,Male,Cash
733-29-1227,C,Naypyitaw,Normal,Male,Cash
451-73-2711,C,Naypyitaw,Normal,Male,Ewallet
373-14-0504,A,Yangon,Member,Female,Ewallet
546-80-2899,A,Yangon,Member,Male,Ewallet
345-68-9016,C,Naypyitaw,Member,Female,Credit card
390-17-5806,C,Naypyitaw,Member,Female,Cash
457-13-1708,B,Mandalay,Member,Male,Credit card
664-14-2882,C,Naypyitaw,Member,Female,Credit card
487-79-6868,B,Mandalay,Member,Female,Credit card
314-23-4520,C,Naypyitaw,Member,Male,Cash
210-30-7976,B,Mandalay,Member,Female,Ewallet
585-86-8361,A,Yangon,Normal,Female,Credit card
807-14-7833,A,Yangon,Member,Female,Ewallet
775-72-1988,B,Mandalay,Normal,Male,Ewallet
288-38-3758,C,Naypyitaw,Member,Female,Ewallet
652-43-6591,A,Yangon,Normal,Female,Credit card
785-96-0615,B,Mandalay,Member,Female,Ewallet
406-46-7107,A,Yangon,Normal,Female,Cash
250-17-5703,A,Yangon,Member,Male,Ewallet
156-95-3964,A,Yangon,Normal,Female,Ewallet
842-40-8179,B,Mandalay,Member,Female,Credit card
525-09-8450,B,Mandalay,Normal,Male,Credit card
410-67-1709,A,Yangon,Member,Female,Ewallet
587-73-4862,A,Yangon,Member,Female,Ewallet
787-87-2010,A,Yangon,Member,Male,Credit card
593-14-4239,B,Mandalay,Normal,Female,Ewallet
801-88-0346,C,Naypyitaw,Normal,Female,Credit card
388-76-2555,B,Mandalay,Normal,Male,Cash
711-31-1234,B,Mandalay,Normal,Female,Cash
886-54-6089,A,Yangon,Normal,Female,Cash
707-32-7409,B,Mandalay,Member,Female,Ewallet
759-98-4285,C,Naypyitaw,Member,Female,Credit card
201-63-8275,C,Naypyitaw,Member,Female,Ewallet
471-06-8611,C,Naypyitaw,Normal,Female,Credit card
200-16-5952,C,Naypyitaw,Member,Male,Cash
120-54-2248,B,Mandalay,Normal,Female,Credit card
102-77-2261,C,Naypyitaw,Member,Male,Credit card
875-31-8302,B,Mandalay,Normal,Male,Cash
102-06-2002,C,Naypyitaw,Member,Male,Cash
457-94-0464,B,Mandalay,Member,Male,Ewallet
629-42-4133,C,Naypyitaw,Normal,Male,Cash
534-53-3526,A,Yangon,Normal,Female,Ewallet
307-04-2070,A,Yangon,Member,Female,Credit card
468-99-7231,C,Naypyitaw,Normal,Female,Cash
516-77-6464,C,Naypyitaw,Member,Female,Ewallet
404-91-5964,A,Yangon,Normal,Male,Credit card
886-77-9084,C,Naypyitaw,Normal,Male,Ewallet
790-38-4466,C,Naypyitaw,Normal,Female,Credit card
704-10-4056,C,Naypyitaw,Member,Male,Credit card
497-37-6538,A,Yangon,Normal,Male,Ewallet
651-96-5970,A,Yangon,Normal,Male,Credit card
400-80-4065,C,Naypyitaw,Member,Male,Credit card
744-16-7898,B,Mandalay,Normal,Female,Credit card
263-12-5321,A,Yangon,Member,Male,Credit card
702-72-0487,A,Yangon,Normal,Female,Credit card
605-83-1050,B,Mandalay,Normal,Male,Ewallet
443-60-9639,C,Naypyitaw,Member,Female,Cash
864-24-7918,A,Yangon,Member,Female,Cash
359-94-5395,B,Mandalay,Normal,Male,Credit card
401-09-4232,C,Naypyitaw,Member,Male,Ewallet
751-15-6198,B,Mandalay,Normal,Male,Ewallet
324-41-6833,C,Naypyitaw,Member,Female,Ewallet
474-33-8305,C,Naypyitaw,Member,Male,Ewallet
759-29-9521,A,Yangon,Member,Female,Cash
831-81-6575,B,Mandalay,Member,Female,Cash
220-68-6701,A,Yangon,Normal,Female,Cash
618-34-8551,A,Yangon,Normal,Female,Credit card
257-60-7754,A,Yangon,Normal,Female,Cash
559-61-5987,B,Mandalay,Normal,Female,Cash
189-55-2313,C,Naypyitaw,Normal,Female,Ewallet
565-91-4567,B,Mandalay,Normal,Male,Ewallet
380-60-5336,A,Yangon,Normal,Female,Credit card
815-04-6282,C,Naypyitaw,Member,Female,Credit card
674-56-6360,A,Yangon,Normal,Male,Cash
778-34-2523,A,Yangon,Member,Female,Cash
499-27-7781,B,Mandalay,Normal,Female,Ewallet
477-59-2456,C,Naypyitaw,Normal,Female,Cash
832-51-6761,A,Yangon,Normal,Male,Ewallet
869-11-3082,B,Mandalay,Member,Male,Credit card
190-59-3964,B,Mandalay,Member,Male,Credit card
366-43-6862,B,Mandalay,Normal,Male,Ewallet
186-43-8965,A,Yangon,Member,Female,Credit card
784-21-9238,C,Naypyitaw,Member,Male,Cash
276-75-6884,A,Yangon,Normal,Female,Cash
109-86-4363,B,Mandalay,Member,Female,Credit card
569-76-2760,A,Yangon,Member,Female,Credit card
222-42-0244,B,Mandalay,Member,Female,Credit card
760-53-9233,A,Yangon,Member,Male,Credit card
538-22-0304,C,Naypyitaw,Normal,Male,Cash
416-17-9926,A,Yangon,Member,Female,Credit card
237-44-6163,A,Yangon,Normal,Male,Cash
636-17-0325,B,Mandalay,Normal,Male,Cash
343-75-9322,B,Mandalay,Member,Female,Cash
528-14-9470,A,Yangon,Member,Male,Ewallet
427-45-9297,B,Mandalay,Member,Female,Ewallet
807-34-3742,A,Yangon,Normal,Male,Cash
288-62-1085,A,Yangon,Member,Male,Ewallet
670-71-7306,B,Mandalay,Normal,Male,Credit card
660-29-7083,C,Naypyitaw,Normal,Male,Cash
271-77-8740,C,Naypyitaw,Member,Female,Ewallet
497-36-0989,A,Yangon,Normal,Male,Cash
291-59-1384,B,Mandalay,Normal,Male,Cash
860-73-6466,A,Yangon,Member,Female,Credit card
549-23-9016,C,Naypyitaw,Member,Female,Credit card
896-34-0956,A,Yangon,Normal,Male,Cash
804-38-3935,A,Yangon,Member,Male,Credit card
585-90-0249,A,Yangon,Member,Male,Ewallet
862-29-5914,C,Naypyitaw,Normal,Female,Credit card
845-94-6841,C,Naypyitaw,Member,Female,Cash
125-45-2293,A,Yangon,Normal,Female,Cash
843-73-4724,A,Yangon,Normal,Male,Cash
409-33-9708,A,Yangon,Normal,Female,Ewallet
658-66-3967,C,Naypyitaw,Normal,Male,Ewallet
866-70-2814,B,Mandalay,Normal,Female,Ewallet
160-22-2687,A,Yangon,Member,Female,Ewallet
895-03-6665,B,Mandalay,Normal,Female,Cash
770-42-8960,B,Mandalay,Normal,Male,Cash
748-45-2862,A,Yangon,Member,Female,Cash
234-36-2483,B,Mandalay,Normal,Male,Cash
316-66-3011,A,Yangon,Member,Female,Cash
848-95-6252,C,Naypyitaw,Member,Female,Ewallet
840-76-5966,A,Yangon,Member,Male,Ewallet
152-03-4217,B,Mandalay,Normal,Female,Credit card
533-66-5566,B,Mandalay,Normal,Female,Cash
124-31-1458,A,Yangon,Member,Female,Cash
176-78-1170,C,Naypyitaw,Member,Male,Ewallet
361-59-0574,B,Mandalay,Member,Male,Credit card
101-81-4070,C,Naypyitaw,Member,Female,Ewallet
631-34-1880,C,Naypyitaw,Member,Male,Credit card
852-82-2749,A,Yangon,Normal,Male,Ewallet
873-14-6353,A,Yangon,Member,Male,Credit card
584-66-4073,C,Naypyitaw,Normal,Male,Ewallet
544-55-9589,B,Mandalay,Member,Female,Cash
166-19-2553,A,Yangon,Member,Male,Cash
737-88-5876,A,Yangon,Member,Male,Credit card
154-87-7367,C,Naypyitaw,Normal,Male,Ewallet
885-56-0389,C,Naypyitaw,Member,Male,Cash
608-05-3804,B,Mandalay,Member,Male,Cash
448-61-3783,A,Yangon,Normal,Female,Credit card
761-49-0439,B,Mandalay,Member,Female,Ewallet
490-95-0021,B,Mandalay,Member,Female,Ewallet
115-38-7388,C,Naypyitaw,Member,Female,Credit card
311-13-6971,B,Mandalay,Member,Male,Credit card
291-55-6563,A,Yangon,Member,Female,Ewallet
548-48-3156,A,Yangon,Member,Female,Cash
460-93-5834,A,Yangon,Normal,Male,Cash
325-89-4209,A,Yangon,Member,Male,Ewallet
884-80-6021,A,Yangon,Member,Female,Ewallet
137-74-8729,C,Naypyitaw,Normal,Female,Ewallet
880-46-5796,A,Yangon,Member,Male,Ewallet
389-70-2397,C,Naypyitaw,Normal,Female,Cash
114-35-5271,B,Mandalay,Normal,Female,Cash
607-76-6216,C,Naypyitaw,Member,Female,Credit card
715-20-1673,B,Mandalay,Normal,Male,Cash
811-35-1094,B,Mandalay,Member,Male,Credit card
699-88-1972,B,Mandalay,Normal,Male,Credit card
781-84-8059,C,Naypyitaw,Normal,Male,Ewallet
409-49-6995,C,Naypyitaw,Member,Female,Cash
725-54-0677,C,Naypyitaw,Member,Male,Cash
146-09-5432,A,Yangon,Member,Male,Ewallet
377-79-7592,C,Naypyitaw,Member,Female,Credit card
509-10-0516,B,Mandalay,Normal,Male,Ewallet
595-94-9924,A,Yangon,Member,Female,Credit card
865-41-9075,A,Yangon,Normal,Male,Cash
545-07-8534,C,Naypyitaw,Normal,Female,Ewallet
118-62-1812,C,Naypyitaw,Member,Female,Cash
450-42-3339,C,Naypyitaw,Normal,Male,Credit card
851-98-3555,B,Mandalay,Normal,Female,Credit card
186-71-5196,A,Yangon,Member,Female,Ewallet
624-01-8356,B,Mandalay,Normal,Female,Credit card
313-66-9943,B,Mandalay,Member,Female,Credit card
151-27-8496,C,Naypyitaw,Normal,Female,Ewallet
453-33-6436,A,Yangon,Normal,Female,Cash
522-57-8364,A,Yangon,Member,Male,Ewallet
459-45-2396,A,Yangon,Member,Female,Cash
717-96-4189,C,Naypyitaw,Normal,Female,Cash
722-13-2115,C,Naypyitaw,Member,Male,Credit card
749-81-8133,A,Yangon,Normal,Female,Cash
777-67-2495,B,Mandalay,Normal,Male,Ewallet
636-98-3364,B,Mandalay,Member,Female,Ewallet
246-55-6923,C,Naypyitaw,Member,Female,Credit card
181-82-6255,B,Mandalay,Normal,Female,Cash
838-02-1821,C,Naypyitaw,Member,Female,Credit card
887-42-0517,C,Naypyitaw,Normal,Female,Credit card
457-12-0244,C,Naypyitaw,Member,Female,Ewallet
226-34-0034,B,Mandalay,Normal,Female,Ewallet
321-49-7382,B,Mandalay,Member,Male,Credit card
397-25-8725,A,Yangon,Member,Female,Credit card
431-66-2305,B,Mandalay,Normal,Female,Credit card
825-94-5922,B,Mandalay,Normal,Male,Ewallet
641-62-7288,B,Mandalay,Normal,Male,Ewallet
756-93-1854,C,Naypyitaw,Member,Female,Credit card
243-55-8457,A,Yangon,Normal,Female,Ewallet
458-10-8612,C,Naypyitaw,Normal,Male,Ewallet
501-61-1753,B,Mandalay,Normal,Female,Ewallet
235-06-8510,C,Naypyitaw,Member,Male,Ewallet
433-08-7822,C,Naypyitaw,Normal,Female,Ewallet
361-85-2571,A,Yangon,Normal,Female,Cash
131-70-8179,A,Yangon,Member,Female,Cash
500-02-2261,C,Naypyitaw,Normal,Female,Ewallet
720-72-2436,A,Yangon,Normal,Male,Ewallet
702-83-5291,C,Naypyitaw,Member,Male,Cash
809-69-9497,A,Yangon,Normal,Female,Ewallet
449-16-6770,A,Yangon,Normal,Male,Credit card
333-23-2632,A,Yangon,Member,Male,Cash
489-82-1237,A,Yangon,Normal,Female,Credit card
859-97-6048,C,Naypyitaw,Member,Male,Credit card
676-10-2200,B,Mandalay,Member,Male,Ewallet
373-88-1424,C,Naypyitaw,Member,Male,Ewallet
365-16-4334,B,Mandalay,Normal,Female,Ewallet
503-21-4385,B,Mandalay,Member,Male,Ewallet
305-89-2768,B,Mandalay,Member,Female,Ewallet
574-80-1489,B,Mandalay,Member,Female,Ewallet
784-08-0310,C,Naypyitaw,Member,Female,Cash
200-40-6154,B,Mandalay,Member,Male,Cash
846-10-0341,A,Yangon,Normal,Female,Cash
577-34-7579,C,Naypyitaw,Member,Male,Cash
430-02-3888,B,Mandalay,Normal,Male,Cash
867-47-1948,C,Naypyitaw,Normal,Female,Cash
384-59-6655,A,Yangon,Member,Female,Cash
256-58-3609,C,Naypyitaw,Member,Male,Cash
324-92-3863,A,Yangon,Member,Male,Cash
593-08-5916,A,Yangon,Normal,Female,Credit card
364-34-2972,C,Naypyitaw,Member,Male,Cash
794-42-3736,B,Mandalay,Normal,Male,Credit card
172-42-8274,B,Mandalay,Normal,Female,Credit card
558-60-5016,A,Yangon,Normal,Female,Ewallet
195-06-0432,A,Yangon,Member,Male,Credit card
605-03-2706,A,Yangon,Normal,Female,Cash
214-30-2776,B,Mandalay,Member,Female,Credit card
746-04-1077,B,Mandalay,Member,Female,Credit card
448-34-8700,B,Mandalay,Member,Male,Ewallet
452-04-8808,B,Mandalay,Normal,Male,Cash
531-56-4728,A,Yangon,Normal,Male,Cash
744-82-9138,C,Naypyitaw,Normal,Male,Cash
883-69-1285,B,Mandalay,Member,Male,Credit card
221-25-5073,A,Yangon,Normal,Female,Cash
518-71-6847,B,Mandalay,Member,Male,Ewallet
156-20-0370,B,Mandalay,Normal,Female,Credit card
151-33-7434,B,Mandalay,Normal,Female,Credit card
728-47-9078,C,Naypyitaw,Member,Male,Cash
809-46-1866,A,Yangon,Normal,Male,Cash
139-32-4183,A,Yangon,Member,Female,Ewallet
148-41-7930,C,Naypyitaw,Normal,Male,Cash
189-40-5216,C,Naypyitaw,Normal,Male,Cash
374-38-5555,B,Mandalay,Normal,Female,Ewallet
764-44-8999,B,Mandalay,Normal,Female,Ewallet
552-44-5977,B,Mandalay,Member,Male,Credit card
267-62-7380,C,Naypyitaw,Member,Male,Ewallet
430-53-4718,B,Mandalay,Member,Male,Credit card
886-18-2897,A,Yangon,Normal,Female,Credit card
602-16-6955,B,Mandalay,Normal,Female,Ewallet
745-74-0715,A,Yangon,Normal,Male,Ewallet
690-01-6631,B,Mandalay,Normal,Male,Ewallet
652-49-6720,C,Naypyitaw,Member,Female,Ewallet
233-67-5758,C,Naypyitaw,Normal,Male,Ewallet
303-96-2227,B,Mandalay,Normal,Female,Ewallet
727-02-1313,A,Yangon,Member,Male,Cash
347-56-2442,A,Yangon,Normal,Male,Cash
849-09-3807,A,Yangon,Member,Female,Cash
